customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_missing,used_promo,purchases_per_year,engagement_score,promo_dependency_score,promo_dependency_tier,lifetime_value_proxy,value_tier,satisfaction_tier,high_satisfaction,loyalty_score_a,loyalty_score_b,loyal_a_flag,loyal_b_flag
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly,0,1,12,36.8,63.2,Moderate Dependency,1344,Gold,Dissatisfied,0,36.8,0.0,0,0
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,47,PayPal,Quarterly,0,1,4,58.7,41.3,Moderate Dependency,4512,Platinum,Satisfied,1,58.7,70.3,1,1
1166,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,0,1,4,26.8,73.2,High Dependency,1344,Gold,Dissatisfied,0,26.8,0.0,0,0
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,22,Venmo,Fortnightly,0,1,26,45.3,54.7,Moderate Dependency,1056,Silver,Neutral,0,45.3,0.0,0,0
1168,60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly,0,1,4,20.7,79.3,High Dependency,1328,Gold,Neutral,0,20.7,0.0,0,0
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,37,Debit Card,Fortnightly,0,1,26,63.7,36.3,Moderate Dependency,3367,Platinum,Neutral,0,63.7,49.5,1,1
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually,0,1,1,2.4,97.6,High Dependency,282,Bronze,Satisfied,1,2.4,0.0,0,0
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,33,Cash,Bi-Weekly,0,1,26,58.8,41.2,Moderate Dependency,2046,Gold,Dissatisfied,0,58.8,20.3,1,0
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually,0,1,1,17.1,82.9,High Dependency,825,Silver,Neutral,0,17.1,0.0,0,0
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly,0,1,26,69.8,30.2,Low Dependency,2856,Platinum,Satisfied,1,69.8,42.3,1,1
1174,44,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,42,Cash,Bi-Weekly,0,1,26,69.8,30.2,Low Dependency,3192,Platinum,Dissatisfied,0,69.8,49.1,1,1
1175,42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly,0,1,26,41.6,58.4,Moderate Dependency,589,Bronze,Satisfied,1,41.6,0.0,0,0
1176,35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly,0,1,4,33.0,67.0,High Dependency,2106,Gold,Satisfied,1,33.0,8.5,0,0
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,3.8,No,Free Shipping,Yes,Yes,39,PayPal,Quarterly,1,1,4,48.9,51.1,Moderate Dependency,3237,Platinum,Neutral,0,48.9,39.4,0,1
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly,0,1,12,36.8,63.2,Moderate Dependency,504,Bronze,Satisfied,1,36.8,0.0,0,0
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually,0,1,1,26.9,73.1,High Dependency,506,Bronze,Satisfied,1,26.9,0.0,0,0
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually,0,1,1,52.7,47.3,Moderate Dependency,1452,Gold,Dissatisfied,0,52.7,5.1,0,0
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly,0,1,12,49.0,51.0,Moderate Dependency,782,Silver,Satisfied,1,49.0,0.0,0,0
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,0,1,4,53.8,46.2,Moderate Dependency,4128,Platinum,Neutral,0,53.8,60.0,0,1
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly,0,1,4,56.2,43.8,Moderate Dependency,945,Silver,Neutral,0,56.2,0.0,1,0
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly,0,1,52,43.7,56.3,Moderate Dependency,156,Bronze,Satisfied,1,43.7,0.0,0,0
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually,0,1,1,22.0,78.0,High Dependency,1387,Gold,Neutral,0,22.0,0.0,0,0
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,29,Credit Card,Monthly,0,1,12,42.9,57.1,Moderate Dependency,1856,Gold,Neutral,0,42.9,8.4,0,0
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,27,Credit Card,Annually,0,1,1,31.8,68.2,High Dependency,1836,Gold,Satisfied,1,31.8,2.4,0,0
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,Yes,37,Credit Card,Every 3 Months,0,1,4,46.4,53.6,Moderate Dependency,3293,Platinum,Dissatisfied,0,46.4,39.3,0,1
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly,0,1,52,52.2,47.8,Moderate Dependency,319,Bronze,Neutral,0,52.2,0.0,0,0
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,3.8,No,Free Shipping,Yes,Yes,28,Debit Card,Annually,1,1,1,33.1,66.9,High Dependency,2716,Platinum,Neutral,0,33.1,20.9,0,0
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly,0,1,52,76.7,23.3,Low Dependency,1395,Gold,Satisfied,1,76.7,16.1,1,0
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly,0,1,4,62.4,37.6,Moderate Dependency,3500,Platinum,Satisfied,1,62.4,51.6,1,1
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly,0,1,4,52.6,47.4,Moderate Dependency,2352,Platinum,Neutral,0,52.6,23.4,0,0
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,0,1,26,40.4,59.6,Moderate Dependency,990,Silver,Satisfied,1,40.4,0.0,0,0
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,0,1,26,25.7,74.3,High Dependency,276,Bronze,Dissatisfied,0,25.7,0.0,0,0
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,0,1,12,47.8,52.2,Moderate Dependency,3135,Platinum,Neutral,0,47.8,36.8,0,1
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,0,1,26,34.3,65.7,Moderate Dependency,1144,Silver,Dissatisfied,0,34.3,0.0,0,0
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually,0,1,1,30.6,69.4,High Dependency,2392,Platinum,Neutral,0,30.6,13.1,0,0
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually,0,1,1,19.6,80.4,High Dependency,833,Silver,Neutral,0,19.6,0.0,0,0
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,0,1,52,42.4,57.6,Moderate Dependency,267,Bronze,Satisfied,1,42.4,0.0,0,0
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly,0,1,52,47.3,52.7,Moderate Dependency,154,Bronze,Satisfied,1,47.3,0.0,0,0
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,0,1,26,74.7,25.3,Low Dependency,2806,Platinum,Dissatisfied,0,74.7,43.7,1,1
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months,0,1,4,18.3,81.7,High Dependency,406,Bronze,Dissatisfied,0,18.3,0.0,0,0
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,0,1,1,26.9,73.1,High Dependency,1886,Gold,Neutral,0,26.9,0.9,0,0
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months,0,1,4,25.6,74.4,High Dependency,1880,Gold,Dissatisfied,0,25.6,0.1,0,0
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,0,1,26,64.9,35.1,Moderate Dependency,3762,Platinum,Neutral,0,64.9,58.2,1,1
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months,0,1,4,20.7,79.3,High Dependency,944,Silver,Dissatisfied,0,20.7,0.0,0,0
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,0,1,4,59.9,40.1,Moderate Dependency,4320,Platinum,Satisfied,1,59.9,67.0,1,1
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually,1,1,1,8.6,91.4,High Dependency,800,Silver,Neutral,0,8.6,0.0,0,0
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly,0,1,12,27.0,73.0,High Dependency,992,Silver,Neutral,0,27.0,0.0,0,0
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly,0,1,4,7.3,92.7,High Dependency,390,Bronze,Satisfied,1,7.3,0.0,0,0
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months,0,1,4,18.3,81.7,High Dependency,1316,Gold,Satisfied,1,18.3,0.0,0,0
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly,0,1,52,60.8,39.2,Moderate Dependency,1332,Gold,Dissatisfied,0,60.8,6.8,1,0
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months,0,1,4,18.3,81.7,High Dependency,728,Silver,Neutral,0,18.3,0.0,0,0
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Every 3 Months,0,1,4,7.3,92.7,High Dependency,405,Bronze,Neutral,0,7.3,0.0,0,0
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months,0,1,4,19.5,80.5,High Dependency,300,Bronze,Dissatisfied,0,19.5,0.0,0,0
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months,0,1,4,4.8,95.2,High Dependency,96,Bronze,Neutral,0,4.8,0.0,0,0
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,0,1,4,15.8,84.2,High Dependency,756,Silver,Dissatisfied,0,15.8,0.0,0,0
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,0,1,4,53.8,46.2,Moderate Dependency,3397,Platinum,Dissatisfied,0,53.8,45.2,0,1
1220,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly,0,1,26,61.2,38.8,Moderate Dependency,805,Silver,Dissatisfied,0,61.2,0.0,1,0
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.8,No,Express,Yes,Yes,36,Bank Transfer,Quarterly,1,1,4,45.2,54.8,Moderate Dependency,2304,Platinum,Neutral,0,45.2,18.6,0,0
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly,0,1,4,4.8,95.2,High Dependency,207,Bronze,Satisfied,1,4.8,0.0,0,0
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,0,1,1,31.8,68.2,High Dependency,1863,Gold,Neutral,0,31.8,2.9,0,0
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly,0,1,52,64.5,35.5,Moderate Dependency,504,Bronze,Neutral,0,64.5,0.0,1,0
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly,0,1,52,60.8,39.2,Moderate Dependency,900,Silver,Neutral,0,60.8,0.0,1,0
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly,0,1,52,58.4,41.6,Moderate Dependency,1552,Gold,Dissatisfied,0,58.4,10.1,1,0
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,0,1,26,40.4,59.6,Moderate Dependency,1638,Gold,Neutral,0,40.4,2.7,0,0
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly,0,1,26,41.6,58.4,Moderate Dependency,703,Silver,Satisfied,1,41.6,0.0,0,0
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually,0,1,1,0.0,100.0,High Dependency,55,Bronze,Neutral,0,0.0,0.0,0,0
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually,0,1,1,46.5,53.5,Moderate Dependency,2028,Gold,Neutral,0,46.5,13.7,0,0
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.8,No,Standard,Yes,Yes,49,Venmo,Monthly,1,1,12,67.4,32.6,Low Dependency,3920,Platinum,Neutral,0,67.4,62.6,1,1
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly,0,1,26,71.0,29.0,Low Dependency,3397,Platinum,Neutral,0,71.0,53.8,1,1
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months,0,1,4,39.1,60.9,Moderate Dependency,713,Silver,Neutral,0,39.1,0.0,0,0
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months,0,1,4,50.1,49.9,Moderate Dependency,2920,Platinum,Neutral,0,50.1,33.6,0,1
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly,0,1,26,20.8,79.2,High Dependency,198,Bronze,Satisfied,1,20.8,0.0,0,0
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,0,1,4,57.5,42.5,Moderate Dependency,1012,Silver,Dissatisfied,0,57.5,0.0,1,0
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months,0,1,4,44.0,56.0,Moderate Dependency,2380,Platinum,Satisfied,1,44.0,19.6,0,0
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly,0,1,4,52.6,47.4,Moderate Dependency,3864,Platinum,Satisfied,1,52.6,54.0,0,1
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly,0,1,26,22.1,77.9,High Dependency,231,Bronze,Neutral,0,22.1,0.0,0,0
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Every 3 Months,0,1,4,40.3,59.7,Moderate Dependency,1184,Silver,Satisfied,1,40.3,0.0,0,0
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually,0,1,1,57.6,42.4,Moderate Dependency,3792,Platinum,Dissatisfied,0,57.6,55.1,1,1
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly,0,1,52,80.4,19.6,Low Dependency,1734,Gold,Dissatisfied,0,80.4,24.9,1,0
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly,0,1,4,19.5,80.5,High Dependency,405,Bronze,Neutral,0,19.5,0.0,0,0
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,Yes,22,Debit Card,Annually,0,1,1,25.7,74.3,High Dependency,506,Bronze,Dissatisfied,0,25.7,0.0,0,0
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly,0,1,12,9.9,90.1,High Dependency,152,Bronze,Neutral,0,9.9,0.0,0,0
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly,0,1,52,75.5,24.5,Low Dependency,930,Silver,Neutral,0,75.5,6.1,1,0
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly,0,1,12,40.5,59.5,Moderate Dependency,1620,Gold,Dissatisfied,0,40.5,2.4,0,0
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.8,No,Express,Yes,Yes,18,Venmo,Bi-Weekly,1,1,26,40.4,59.6,Moderate Dependency,1782,Gold,Neutral,0,40.4,5.6,0,0
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,Yes,Yes,8,Credit Card,Annually,0,1,1,8.6,91.4,High Dependency,296,Bronze,Dissatisfied,0,8.6,0.0,0,0
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly,0,1,26,77.2,22.8,Low Dependency,2400,Platinum,Satisfied,1,77.2,36.7,1,1
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly,0,1,12,36.8,63.2,Moderate Dependency,624,Silver,Satisfied,1,36.8,0.0,0,0
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly,0,1,12,60.1,39.9,Moderate Dependency,3698,Platinum,Satisfied,1,60.1,54.4,1,1
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,Yes,8,Cash,Quarterly,0,1,4,10.9,89.1,High Dependency,328,Bronze,Neutral,0,10.9,0.0,0,0
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually,0,1,1,58.8,41.2,Moderate Dependency,1127,Silver,Satisfied,1,58.8,1.6,1,0
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly,0,1,26,20.8,79.2,High Dependency,112,Bronze,Neutral,0,20.8,0.0,0,0
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly,0,1,26,64.9,35.1,Moderate Dependency,2584,Platinum,Satisfied,1,64.9,34.3,1,1
1257,45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly,0,1,26,23.3,76.7,High Dependency,192,Bronze,Neutral,0,23.3,0.0,0,0
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,0,1,4,39.1,60.9,Moderate Dependency,2077,Gold,Dissatisfied,0,39.1,11.0,0,0
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months,0,1,4,42.8,57.2,Moderate Dependency,2958,Platinum,Satisfied,1,42.8,30.7,0,0
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly,0,1,12,62.5,37.5,Moderate Dependency,2880,Platinum,Neutral,0,62.5,39.1,1,1
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,0,1,4,37.9,62.1,Moderate Dependency,2790,Platinum,Satisfied,1,37.9,24.8,0,0
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,0,1,26,20.8,79.2,High Dependency,58,Bronze,Dissatisfied,0,20.8,0.0,0,0
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly,0,1,12,61.3,38.7,Moderate Dependency,2728,Platinum,Satisfied,1,61.3,35.4,1,1
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly,0,1,26,19.6,80.4,High Dependency,70,Bronze,Satisfied,1,19.6,0.0,0,0
1265,52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly,0,1,26,19.6,80.4,High Dependency,92,Bronze,Dissatisfied,0,19.6,0.0,0,0
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly,0,1,52,71.8,28.2,Low Dependency,2133,Gold,Dissatisfied,0,71.8,28.6,1,0
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months,0,1,4,18.3,81.7,High Dependency,434,Bronze,Neutral,0,18.3,0.0,0,0
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly,0,1,52,89.0,11.0,Low Dependency,3403,Platinum,Dissatisfied,0,89.0,63.1,1,1
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,0,1,26,49.0,51.0,Moderate Dependency,2200,Gold,Dissatisfied,0,49.0,18.4,0,0
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,No,Standard,Yes,Yes,47,PayPal,Quarterly,0,1,4,58.7,41.3,Moderate Dependency,2491,Platinum,Dissatisfied,0,58.7,29.3,1,0
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually,0,1,1,23.3,76.7,High Dependency,1960,Gold,Neutral,0,23.3,0.6,0,0
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually,0,1,1,50.2,49.8,Moderate Dependency,2394,Platinum,Satisfied,1,50.2,23.0,0,0
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly,0,1,12,27.0,73.0,High Dependency,1280,Gold,Satisfied,1,27.0,0.0,0,0
1274,41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months,0,1,4,40.3,59.7,Moderate Dependency,928,Silver,Satisfied,1,40.3,0.0,0,0
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,0,1,4,46.4,53.6,Moderate Dependency,2701,Platinum,Dissatisfied,0,46.4,27.3,0,0
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly,0,1,12,8.6,91.4,High Dependency,32,Bronze,Satisfied,1,8.6,0.0,0,0
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly,0,1,52,84.1,15.9,Low Dependency,2516,Platinum,Satisfied,1,84.1,42.6,1,1
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,No,Express,Yes,Yes,5,Venmo,Quarterly,0,1,4,7.3,92.7,High Dependency,485,Bronze,Satisfied,1,7.3,0.0,0,0
1279,28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly,0,1,26,56.3,43.7,Moderate Dependency,3038,Platinum,Dissatisfied,0,56.3,39.1,1,1
